Sales,Ship Mode,Segment,Region,Category,Sub-Category,Order Date,Ship Date,days_to_ship
7.56,Standard Class,Home Office,East,Office Supplies,Labels,2017-05-06,2017-09-06,123.0
85.224,Same Day,Consumer,South,Office Supplies,Storage,2017-11-12,2017-11-12,0.0
644.076,Same Day,Consumer,Central,Office Supplies,Appliances,2016-04-04,2016-04-04,0.0
5.84,Same Day,Consumer,Central,Office Supplies,Fasteners,2016-04-04,2016-04-04,0.0
12.76,Same Day,Consumer,Central,Office Supplies,Binders,2016-04-04,2016-04-04,0.0
10.95,Same Day,Consumer,Central,Technology,Phones,2016-04-04,2016-04-04,0.0
599.98,Same Day,Consumer,Central,Technology,Copiers,2016-04-04,2016-04-04,0.0
195.184,Second Class,Corporate,West,Furniture,Chairs,2017-02-07,2017-07-07,150.0
53.94,Second Class,Consumer,West,Office Supplies,Art,2015-01-09,2015-05-09,120.0
9.99,Standard Class,Home Office,East,Technology,Phones,2015-03-03,2015-08-03,153.0
125.76,Standard Class,Home Office,East,Office Supplies,Binders,2015-03-03,2015-08-03,153.0
25.32,Standard Class,Home Office,East,Office Supplies,Binders,2015-03-03,2015-08-03,153.0
46.8,Standard Class,Consumer,Central,Office Supplies,Binders,2015-04-05,2015-08-05,122.0
447.93,Same Day,Consumer,West,Technology,Accessories,2016-02-11,2016-02-11,0.0
109.48,Second Class,Consumer,East,Furniture,Furnishings,2018-08-12,2018-10-12,61.0
272.94,Second Class,Consumer,East,Office Supplies,Storage,2018-08-12,2018-10-12,61.0
19.44,Second Class,Consumer,East,Office Supplies,Paper,2018-08-12,2018-10-12,61.0
31.92,Second Class,Consumer,East,Office Supplies,Storage,2018-08-12,2018-10-12,61.0
172.5,Standard Class,Consumer,East,Furniture,Chairs,2017-01-12,2017-05-12,120.0
179.97,Standard Class,Consumer,East,Technology,Phones,2017-01-12,2017-05-12,120.0
431.928,Standard Class,Consumer,Central,Technology,Accessories,2017-08-04,2017-12-04,122.0
95.984,Standard Class,Consumer,Central,Furniture,Chairs,2017-08-04,2017-12-04,122.0
1088.792,Standard Class,Consumer,Central,Office Supplies,Binders,2017-08-04,2017-12-04,122.0
271.96,First Class,Consumer,South,Technology,Phones,2018-01-08,2018-04-08,90.0
113.79,First Class,Consumer,East,Furniture,Furnishings,2017-04-12,2017-05-12,30.0
78.15,First Class,Consumer,East,Technology,Accessories,2017-04-12,2017-05-12,30.0
1.728,First Class,Consumer,East,Office Supplies,Binders,2017-04-12,2017-05-12,30.0
40.56,First Class,Consumer,East,Office Supplies,Paper,2017-04-12,2017-05-12,30.0
182.94,First Class,Consumer,East,Office Supplies,Storage,2017-04-12,2017-05-12,30.0
193.86,First Class,Consumer,East,Office Supplies,Storage,2017-04-12,2017-05-12,30.0
15.28,Standard Class,Consumer,West,Office Supplies,Envelopes,2018-06-11,2018-11-11,153.0
8.73,Standard Class,Consumer,West,Furniture,Furnishings,2018-06-11,2018-11-11,153.0
5.68,Standard Class,Consumer,West,Office Supplies,Art,2018-06-11,2018-11-11,153.0
1099.96,Standard Class,Consumer,Central,Technology,Phones,2016-04-07,2016-09-07,153.0
17.472,Second Class,Consumer,East,Office Supplies,Binders,2018-07-07,2018-09-07,62.0
69.9,First Class,Consumer,Central,Technology,Phones,2017-01-10,2017-02-10,31.0
41.85,First Class,Consumer,Central,Furniture,Furnishings,2017-01-10,2017-02-10,31.0
6.57,Standard Class,Consumer,West,Office Supplies,Art,2018-02-09,2018-07-09,150.0
12.48,Standard Class,Consumer,South,Office Supplies,Paper,2018-04-06,2018-08-06,122.0
86.352,Standard Class,Consumer,Central,Office Supplies,Art,2017-02-05,2017-07-05,150.0
32.97,First Class,Corporate,South,Technology,Accessories,2015-08-09,2015-11-09,92.0
83.88,First Class,Corporate,South,Technology,Accessories,2015-08-09,2015-11-09,92.0
278.4,First Class,Consumer,Central,Technology,Phones,2017-05-09,2017-06-09,31.0
15.12,First Class,Consumer,South,Office Supplies,Labels,2018-09-04,2018-11-04,61.0
17.43,First Class,Consumer,South,Office Supplies,Binders,2018-09-04,2018-11-04,61.0
251.64,First Class,Consumer,South,Office Supplies,Paper,2018-09-04,2018-11-04,61.0
2.772,Standard Class,Consumer,Central,Office Supplies,Binders,2016-06-12,2016-12-12,183.0
15.48,Standard Class,Home Office,East,Office Supplies,Art,2016-04-07,2016-08-07,122.0
13.216,First Class,Home Office,West,Office Supplies,Binders,2017-10-11,2017-12-11,61.0
32.4,First Class,Home Office,West,Office Supplies,Paper,2017-10-11,2017-12-11,61.0
114.95,Second Class,Corporate,Central,Technology,Phones,2017-08-12,2017-12-12,122.0
26.96,First Class,Consumer,West,Office Supplies,Storage,2016-04-10,2016-07-10,91.0
23.99,Standard Class,Consumer,South,Furniture,Furnishings,2018-03-07,2018-07-07,122.0
287.97,Standard Class,Consumer,South,Technology,Phones,2018-03-07,2018-07-07,122.0
575.92,Standard Class,Corporate,South,Technology,Phones,2015-01-07,2015-05-07,120.0
5.184,Standard Class,Corporate,South,Office Supplies,Binders,2015-01-07,2015-05-07,120.0
5.229,Standard Class,Consumer,East,Office Supplies,Binders,2018-03-02,2018-08-02,153.0
285.552,Standard Class,Consumer,East,Office Supplies,Storage,2018-03-02,2018-08-02,153.0
72.8,Standard Class,Consumer,South,Office Supplies,Appliances,2018-03-03,2018-08-03,153.0
10.816,First Class,Consumer,South,Office Supplies,Paper,2018-09-10,2018-10-10,30.0
2.97,Standard Class,Home Office,East,Technology,Phones,2018-02-06,2018-06-06,120.0
27.44,Standard Class,Home Office,East,Office Supplies,Storage,2018-02-06,2018-06-06,120.0
140.736,Standard Class,Home Office,West,Office Supplies,Binders,2015-06-05,2015-10-05,122.0
25.11,Standard Class,Consumer,West,Furniture,Furnishings,2018-02-04,2018-07-04,150.0
695.7,First Class,Corporate,South,Technology,Machines,2018-02-01,2018-04-01,59.0
15.66,First Class,Corporate,South,Office Supplies,Binders,2018-02-01,2018-04-01,59.0
28.854,First Class,Corporate,South,Office Supplies,Binders,2018-02-01,2018-04-01,59.0
258.279,Second Class,Consumer,Central,Furniture,Chairs,2015-03-10,2015-08-10,153.0
183.96,Standard Class,Corporate,West,Technology,Phones,2018-04-05,2018-09-05,153.0
17.61,Standard Class,Corporate,West,Office Supplies,Paper,2018-04-05,2018-09-05,153.0
300.904,Standard Class,Corporate,West,Furniture,Tables,2018-04-05,2018-09-05,153.0
220.776,Same Day,Consumer,Central,Office Supplies,Storage,2015-05-07,2015-05-07,0.0
281.424,Same Day,Consumer,Central,Office Supplies,Storage,2015-05-07,2015-05-07,0.0
79.14,First Class,Consumer,South,Office Supplies,Paper,2017-05-05,2017-07-05,61.0
38.388,First Class,Corporate,West,Office Supplies,Binders,2018-10-11,2018-11-11,31.0
95.994,First Class,Corporate,West,Technology,Machines,2018-10-11,2018-11-11,31.0
239.952,First Class,Corporate,West,Technology,Accessories,2018-10-11,2018-11-11,31.0
201.584,First Class,Corporate,West,Technology,Phones,2018-10-11,2018-11-11,31.0
899.136,First Class,Corporate,West,Furniture,Chairs,2018-10-11,2018-11-11,31.0
145.9,First Class,Home Office,West,Furniture,Furnishings,2018-08-07,2018-11-07,92.0
49.08,Standard Class,Home Office,East,Technology,Accessories,2018-07-03,2018-12-03,153.0
29.6,Second Class,Consumer,West,Office Supplies,Labels,2015-01-04,2015-06-04,151.0
17.088,Second Class,Consumer,West,Office Supplies,Binders,2015-01-04,2015-06-04,151.0
1089.75,Second Class,Consumer,West,Office Supplies,Appliances,2015-04-08,2015-09-08,153.0
447.84,Second Class,Consumer,West,Office Supplies,Paper,2015-04-08,2015-09-08,153.0
16.4,Second Class,Consumer,West,Office Supplies,Art,2015-04-08,2015-09-08,153.0
399.96,Second Class,Consumer,West,Technology,Phones,2015-04-08,2015-09-08,153.0
158.9,Second Class,Consumer,West,Office Supplies,Storage,2015-04-08,2015-09-08,153.0
13.184,Second Class,Consumer,West,Office Supplies,Binders,2015-04-08,2015-09-08,153.0
83.952,Standard Class,Home Office,Central,Furniture,Furnishings,2017-03-09,2017-09-09,184.0
80.98,Same Day,Home Office,South,Office Supplies,Storage,2017-05-02,2017-05-02,0.0
348.84,Same Day,Home Office,South,Office Supplies,Paper,2017-05-02,2017-05-02,0.0
9.45,Same Day,Home Office,South,Office Supplies,Fasteners,2017-05-02,2017-05-02,0.0
18.84,Same Day,Home Office,South,Furniture,Furnishings,2017-05-02,2017-05-02,0.0
239.98,Same Day,Home Office,South,Furniture,Bookcases,2017-05-02,2017-05-02,0.0
167.96,Same Day,Home Office,South,Office Supplies,Envelopes,2017-05-02,2017-05-02,0.0
104.85,Same Day,Home Office,South,Technology,Phones,2017-05-02,2017-05-02,0.0
484.83,Same Day,Home Office,South,Technology,Phones,2017-05-02,2017-05-02,0.0
122.97,Same Day,Home Office,South,Office Supplies,Paper,2017-05-02,2017-05-02,0.0
154.44,Same Day,Home Office,South,Office Supplies,Storage,2017-05-02,2017-05-02,0.0
342.37,Same Day,Home Office,South,Office Supplies,Paper,2017-05-02,2017-05-02,0.0
9.552,First Class,Corporate,South,Office Supplies,Art,2018-03-07,2018-04-07,31.0
21.8,Standard Class,Home Office,South,Technology,Phones,2017-01-11,2017-05-11,120.0
251.79,Standard Class,Home Office,South,Office Supplies,Envelopes,2017-01-11,2017-05-11,120.0
10.304,First Class,Home Office,East,Office Supplies,Supplies,2015-06-04,2015-08-04,61.0
154.764,First Class,Home Office,East,Furniture,Tables,2015-06-04,2015-08-04,61.0
116.784,First Class,Home Office,East,Technology,Accessories,2015-06-04,2015-08-04,61.0
75.48,Standard Class,Consumer,East,Office Supplies,Art,2017-02-09,2017-06-09,120.0
39.98,Standard Class,Consumer,East,Furniture,Furnishings,2017-02-09,2017-06-09,120.0
23.68,Standard Class,Home Office,Central,Office Supplies,Labels,2018-04-11,2018-11-11,214.0
13.76,First Class,Corporate,South,Office Supplies,Paper,2018-05-08,2018-08-08,92.0
139.424,Standard Class,Corporate,West,Office Supplies,Storage,2016-01-10,2016-06-10,152.0
88.752,Standard Class,Corporate,West,Technology,Phones,2016-01-05,2016-07-05,182.0
27.46,Same Day,Consumer,East,Furniture,Furnishings,2015-04-05,2015-04-05,0.0
55.424,Standard Class,Consumer,West,Office Supplies,Binders,2016-01-12,2016-08-12,213.0
6.688,Same Day,Consumer,Central,Furniture,Furnishings,2016-01-12,2016-02-12,31.0
25.92,Standard Class,Consumer,West,Office Supplies,Paper,2017-02-12,2017-08-12,181.0
40.46,Standard Class,Consumer,West,Office Supplies,Paper,2017-02-12,2017-08-12,181.0
33.87,Standard Class,Consumer,West,Office Supplies,Storage,2017-02-12,2017-08-12,181.0
1212.848,Standard Class,Home Office,West,Technology,Phones,2016-03-11,2016-07-11,122.0
89.97,Standard Class,Home Office,West,Technology,Accessories,2016-03-11,2016-07-11,122.0
42.6,Standard Class,Home Office,West,Furniture,Furnishings,2016-03-11,2016-07-11,122.0
10.192,Standard Class,Consumer,Central,Office Supplies,Art,2018-04-09,2018-08-09,122.0
16.784,Standard Class,Consumer,Central,Office Supplies,Storage,2018-04-09,2018-08-09,122.0
13.12,Standard Class,Consumer,Central,Office Supplies,Art,2018-04-09,2018-08-09,122.0
6.72,Standard Class,Home Office,West,Office Supplies,Art,2016-01-08,2016-07-08,182.0
1004.976,Standard Class,Home Office,West,Furniture,Tables,2016-01-08,2016-07-08,182.0
34.5,Same Day,Home Office,Central,Office Supplies,Binders,2018-10-12,2018-10-12,0.0
83.84,Second Class,Consumer,West,Office Supplies,Binders,2015-03-02,2015-06-02,92.0
13.272,Second Class,Consumer,West,Office Supplies,Binders,2015-03-02,2015-06-02,92.0
206.112,Standard Class,Consumer,West,Furniture,Furnishings,2016-06-12,2016-11-12,153.0
19.92,Standard Class,Consumer,West,Office Supplies,Paper,2016-06-12,2016-11-12,153.0
198.272,Standard Class,Consumer,West,Office Supplies,Paper,2016-06-12,2016-11-12,153.0
247.104,Standard Class,Consumer,West,Office Supplies,Storage,2016-06-12,2016-11-12,153.0
86.304,Standard Class,Consumer,West,Office Supplies,Art,2016-06-12,2016-11-12,153.0
26.18,Second Class,Corporate,East,Office Supplies,Fasteners,2016-07-11,2016-10-11,92.0
7.3,Second Class,Corporate,East,Office Supplies,Paper,2016-07-11,2016-10-11,92.0
212.88,Standard Class,Corporate,East,Office Supplies,Storage,2017-04-12,2017-08-12,122.0
82.896,Standard Class,Home Office,West,Office Supplies,Binders,2015-04-02,2015-08-02,122.0
34.24,Standard Class,Home Office,West,Office Supplies,Paper,2015-04-02,2015-08-02,122.0
559.992,First Class,Consumer,East,Technology,Copiers,2015-06-07,2015-08-07,61.0
21.56,First Class,Home Office,Central,Office Supplies,Labels,2015-03-05,2015-05-05,61.0
91.96,Standard Class,Consumer,East,Technology,Accessories,2018-04-09,2018-08-09,122.0
18.9,Standard Class,Home Office,West,Office Supplies,Labels,2015-04-04,2015-09-04,153.0
2.78,First Class,Home Office,West,Office Supplies,Art,2018-05-09,2018-06-09,31.0
11.352,Same Day,Consumer,East,Office Supplies,Paper,2016-09-11,2016-09-11,0.0
354.9,Same Day,Consumer,South,Office Supplies,Storage,2015-04-03,2015-04-03,0.0
122.97,Same Day,Consumer,West,Office Supplies,Paper,2018-11-06,2018-11-06,0.0
307.98,First Class,Consumer,East,Technology,Phones,2016-09-08,2016-12-08,91.0
382.806,First Class,Consumer,East,Furniture,Tables,2016-09-08,2016-12-08,91.0
41.96,First Class,Consumer,East,Office Supplies,Storage,2016-09-08,2016-12-08,91.0
1217.568,First Class,Consumer,East,Office Supplies,Binders,2016-09-08,2016-12-08,91.0
47.04,First Class,Consumer,East,Furniture,Furnishings,2016-09-08,2016-12-08,91.0
6.16,First Class,Consumer,East,Furniture,Furnishings,2016-09-08,2016-12-08,91.0
979.95,First Class,Consumer,East,Technology,Phones,2016-09-08,2016-12-08,91.0
143.7,First Class,Consumer,East,Office Supplies,Paper,2016-09-08,2016-12-08,91.0
10.65,First Class,Consumer,East,Office Supplies,Fasteners,2016-09-08,2016-12-08,91.0
247.8,First Class,Consumer,East,Technology,Accessories,2016-09-08,2016-12-08,91.0
47.992,Standard Class,Consumer,East,Furniture,Chairs,2018-08-05,2018-12-05,122.0
1006.056,Same Day,Consumer,East,Office Supplies,Storage,2017-08-05,2017-08-05,0.0
10.688,Same Day,Consumer,East,Office Supplies,Paper,2017-08-05,2017-08-05,0.0
10.368,Same Day,Consumer,East,Office Supplies,Paper,2017-08-05,2017-08-05,0.0
25.12,Same Day,Consumer,East,Office Supplies,Storage,2017-08-05,2017-08-05,0.0
58.112,Same Day,Consumer,East,Technology,Accessories,2017-08-05,2017-08-05,0.0
35.36,First Class,Home Office,East,Technology,Accessories,2016-01-11,2016-03-11,60.0
3.168,First Class,Home Office,East,Office Supplies,Fasteners,2016-01-11,2016-03-11,60.0
167.968,Standard Class,Consumer,Central,Technology,Phones,2018-03-07,2018-07-07,122.0
196.62,First Class,Consumer,South,Office Supplies,Labels,2016-11-12,2016-12-12,30.0
14.82,Standard Class,Corporate,West,Furniture,Furnishings,2017-07-11,2017-12-11,153.0
10.368,First Class,Consumer,East,Office Supplies,Paper,2018-10-12,2018-12-12,61.0
310.88,First Class,Consumer,East,Furniture,Furnishings,2018-10-12,2018-12-12,61.0
515.88,Second Class,Consumer,West,Furniture,Tables,2015-03-06,2015-07-06,122.0
12.35,Standard Class,Home Office,West,Office Supplies,Fasteners,2015-02-02,2015-06-02,120.0
9.702,Same Day,Consumer,West,Office Supplies,Binders,2017-08-03,2017-08-03,0.0
100.0,Same Day,Consumer,South,Technology,Accessories,2017-07-02,2017-07-02,0.0
7.83,Same Day,Consumer,South,Office Supplies,Labels,2017-07-02,2017-07-02,0.0
31.44,Standard Class,Corporate,West,Office Supplies,Storage,2016-03-09,2016-09-09,184.0
17.9,Standard Class,Corporate,West,Technology,Accessories,2016-03-09,2016-09-09,184.0
129.45,Standard Class,Corporate,West,Technology,Accessories,2016-03-09,2016-09-09,184.0
13.36,First Class,Consumer,East,Office Supplies,Art,2015-06-06,2015-09-06,92.0
559.62,First Class,Corporate,West,Office Supplies,Storage,2018-02-12,2018-05-12,89.0
109.92,First Class,Corporate,West,Office Supplies,Paper,2018-02-12,2018-05-12,89.0
8.56,First Class,Corporate,West,Office Supplies,Paper,2018-02-12,2018-05-12,89.0
360.712,Second Class,Home Office,Central,Office Supplies,Paper,2016-08-12,2016-11-12,92.0
1718.4,Second Class,Home Office,Central,Technology,Phones,2016-08-12,2016-11-12,92.0
19.536,Standard Class,Consumer,East,Office Supplies,Art,2015-05-01,2015-12-01,214.0
411.332,Standard Class,Consumer,West,Furniture,Bookcases,2016-05-09,2016-09-09,123.0
28.752,Standard Class,Consumer,West,Office Supplies,Binders,2016-05-09,2016-09-09,123.0
293.199,Standard Class,Consumer,West,Furniture,Bookcases,2016-05-09,2016-09-09,123.0
35.06,Standard Class,Home Office,South,Office Supplies,Supplies,2017-04-08,2017-08-08,122.0
4.13,Standard Class,Home Office,South,Office Supplies,Labels,2017-04-08,2017-08-08,122.0
109.8,Standard Class,Home Office,South,Furniture,Furnishings,2017-04-08,2017-08-08,122.0
9.82,Standard Class,Home Office,South,Office Supplies,Labels,2017-04-08,2017-08-08,122.0
6.976,Standard Class,Corporate,Central,Office Supplies,Supplies,2018-02-03,2018-08-03,181.0
12.222,Standard Class,Corporate,Central,Office Supplies,Binders,2018-02-03,2018-08-03,181.0
2807.84,First Class,Consumer,Central,Furniture,Chairs,2015-01-12,2015-03-12,59.0
46.64,First Class,Consumer,Central,Office Supplies,Art,2015-01-12,2015-03-12,59.0
107.94,Standard Class,Home Office,Central,Office Supplies,Art,2017-05-09,2017-10-09,153.0
215.65,Standard Class,Consumer,West,Furniture,Furnishings,2017-07-07,2017-11-07,123.0
11.168,Second Class,Consumer,Central,Office Supplies,Fasteners,2017-08-08,2017-10-08,61.0
53.952,Second Class,Consumer,Central,Office Supplies,Paper,2017-08-08,2017-10-08,61.0
1441.3,Second Class,Consumer,South,Furniture,Tables,2015-09-06,2015-11-06,61.0
7.38,Same Day,Consumer,West,Office Supplies,Labels,2016-04-06,2016-04-06,0.0
9.26,Same Day,Consumer,West,Office Supplies,Art,2016-04-06,2016-04-06,0.0
1127.976,Second Class,Home Office,South,Technology,Phones,2017-08-02,2017-11-02,92.0
207.0,Standard Class,Corporate,South,Furniture,Chairs,2016-05-11,2016-09-11,123.0
1439.982,Standard Class,Corporate,Central,Technology,Machines,2018-01-08,2018-07-08,181.0
36.288,Standard Class,Corporate,Central,Office Supplies,Paper,2018-01-08,2018-07-08,181.0
17.544,Standard Class,Corporate,South,Office Supplies,Labels,2015-01-08,2015-05-08,120.0
44.128,Standard Class,Corporate,South,Furniture,Furnishings,2015-01-08,2015-05-08,120.0
62.92,Standard Class,Corporate,South,Office Supplies,Appliances,2015-01-08,2015-05-08,120.0
78.304,Standard Class,Corporate,South,Office Supplies,Paper,2015-01-08,2015-05-08,120.0
40.096,Second Class,Corporate,Central,Office Supplies,Labels,2016-09-02,2016-11-02,61.0
40.784,Second Class,Corporate,Central,Furniture,Furnishings,2016-09-02,2016-11-02,61.0
362.352,Same Day,Corporate,West,Furniture,Chairs,2018-10-09,2018-10-09,0.0
7.184,Same Day,Corporate,West,Office Supplies,Binders,2018-10-09,2018-10-09,0.0
137.62,First Class,Corporate,East,Office Supplies,Appliances,2016-03-09,2016-05-09,61.0
100.49,First Class,Corporate,East,Technology,Phones,2016-03-09,2016-05-09,61.0
49.632,Same Day,Consumer,Central,Office Supplies,Storage,2015-12-11,2015-12-11,0.0
370.782,Same Day,Corporate,East,Technology,Phones,2018-12-11,2018-12-11,0.0
